GeneID	Genename	Genebiotype	Chr	Start	End	Strand	GTEX-15ER7-3126-SM-7KUGH	GTEX-YFC4-3126-SM-5PNV6	GTEX-15SHU-3126-SM-6M46H	GTEX-1HBPH-3126-SM-9WYUV	GTEX-RNOR-2326-SM-2TF4I	GTEX-13SLX-3126-SM-5S2Q5	GTEX-RU72-3026-SM-CYPRV	GTEX-14A5I-2926-SM-5Q5CQ	GTEX-11GSP-3226-SM-5986O	GTEX-12WSD-3126-SM-5HL7P	GTEX-13O3O-3126-SM-5KM3H	GTEX-14DAQ-3126-SM-62LDS	GTEX-1EWIQ-3126-SM-7MXTI	GTEX-P44G-2426-SM-2I5ER	GTEX-11ZUS-2926-SM-5FQSL	GTEX-1HT8W-3026-SM-CGQEO	GTEX-WZTO-2926-SM-3NM9I	GTEX-13NYB-3026-SM-5IJD7	GTEX-14JG1-3026-SM-5YYAA	GTEX-17MF6-2926-SM-7LTAW	GTEX-1EN7A-3026-SM-7PBYT	GTEX-1KD4Q-2926-SM-D3L9N	GTEX-15RJE-3026-SM-7KUM1	GTEX-13OW6-3026-SM-5J2MI	GTEX-13PVQ-3026-SM-5SI93	GTEX-14BIL-3026-SM-7EWD4	GTEX-17HII-3026-SM-7EWFM	GTEX-18465-3026-SM-7LG6Y	GTEX-1B8SG-1726-SM-73KXK	GTEX-1C6VQ-3026-SM-7IGPU	GTEX-1GZ4I-3026-SM-9KNTX	GTEX-1JMLX-2926-SM-CL54C	GTEX-T6MN-2626-SM-32PMQ	GTEX-1HCVE-3026-SM-CL54G	GTEX-11DXY-3226-SM-5GIDE	GTEX-12ZZZ-3026-SM-5BC67	GTEX-1399T-3026-SM-5KLZC	GTEX-18A6Q-2926-SM-718AR	GTEX-1AX9I-3026-SM-73KUH	GTEX-1B8L1-3026-SM-7EPHK	GTEX-1EKGG-2926-SM-7EPIH	GTEX-1GF9V-2926-SM-7PBXO	GTEX-1GN2E-3026-SM-9WG6I	GTEX-1GN73-3126-SM-9KNTY	GTEX-1IKJJ-2926-SM-A9G2N	GTEX-1IKK5-2926-SM-ARU7Q	GTEX-1JJEA-2826-SM-ARU8R	GTEX-1NV8Z-3126-SM-E76R3	GTEX-1RQEC-2926-SM-EVR5A	GTEX-1I1HK-2826-SM-CKZPL	GTEX-1JJ6O-3126-SM-CNNP8
ENSG00000142494.13	SLC47A1	protein_coding	chr17	19495385	19579034	+	2	3	OO-60	3	3	2	2	2	1	3	2	OO-29	1	1	2	2	OO-24	2	2	1	1	2	OO-23	3	2	2	2	2	0	1	2	2	3	3	OO-8	OO-9	2	2	2	2	OO-64	2	2	3	2	2	2	3	1	2	2
ENSG00000142512.14	SIGLEC10	protein_coding	chr19	51410021	51417803	-	1	1	2	2	2	1	1	2	1	1	1	1	1	3	1	1	1	1	2	5	1	2	OO-15	3	2	1	1	1	0	0	2	1	1	4	2	0	2	1	2	2	1	1	1	4	1	4	1	1	1	1	2
ENSG00000142583.17	SLC2A5	protein_coding	chr1	9035107	9088478	-	3	2	3	4	2	2	1	2	1	2	3	3	2	9	2	1	2	2	3	3	2	2	OO-29	2	4	1	2	1	1	1	2	3	1	6	3	1	3	1	3	2	2	2	2	4	2	3	1	2	1	1	6
ENSG00000142615.7	CELA2A	protein_coding	chr1	15456728	15472091	+	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	OO-6	1	0	0	0	0	1	2	0	OO-134	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000142675.17	CNKSR1	protein_coding	chr1	26177403	26189886	+	1	4	2	3	5	4	3	3	2	3	3	3	3	1	2	2	2	6	3	2	2	4	1	2	5	3	1	3	0	2	3	4	3	3	3	2	4	4	3	2	3	5	3	OO-10	3	5	3	4	2	5	2
ENSG00000142733.14	MAP3K6	protein_coding	chr1	27355184	27366892	-	7	9	10	9	8	8	8	9	7	9	12	9	5	9	7	6	10	9	8	9	6	6	OO-27	11	9	11	10	6	3	17	11	13	10	11	7	8	10	9	9	8	11	9	8	14	7	14	9	10	3	6	17
ENSG00000142871.16	CYR61	protein_coding	chr1	85580761	85583962	+	21	11	16	10	6	38	22	7	58	37	18	34	15	31	9	17	OO-168	9	12	7	8	10	31	20	24	13	37	8	10	7	17	10	28	25	13	27	18	33	8	10	65	25	11	46	7	62	27	27	8	14	18
ENSG00000143127.12	ITGA10	protein_coding	chr1	145891208	145910189	-	3	3	5	3	4	2	2	3	4	3	3	9	2	3	2	2	10	2	2	4	2	2	OO-15	4	6	2	3	2	2	3	3	3	3	4	3	5	4	3	3	3	10	4	3	4	3	3	4	2	2	3	2
ENSG00000143178.12	TBX19	protein_coding	chr1	168281040	168314426	+	0	1	1	0	1	1	OO-5	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	2	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1
ENSG00000143226.13	FCGR2A	protein_coding	chr1	161505430	161524013	+	0	1	1	1	1	1	1	1	2	0	1	3	1	5	1	0	1	0	1	1	2	1	OO-12	1	3	1	1	1	1	0	1	0	1	2	1	1	1	0	1	1	1	0	0	1	1	3	0	0	0	0	3
ENSG00000143320.8	CRABP2	protein_coding	chr1	156699606	156705816	-	7	14	OO-59	9	13	13	10	8	8	12	13	OO-67	10	8	10	14	34	14	12	6	3	8	13	17	14	6	8	10	3	6	12	9	13	10	33	15	13	12	9	7	OO-124	9	9	18	6	14	12	14	8	9	8
ENSG00000143333.6	RGS16	protein_coding	chr1	182598623	182604408	-	7	4	3	5	6	10	5	4	7	5	4	7	5	19	3	4	11	3	5	2	2	6	OO-23	5	20	3	9	8	3	1	8	4	4	4	4	5	3	5	2	7	6	5	5	OO-26	4	17	4	5	2	2	OO-24
ENSG00000143382.14	ADAMTSL4	protein_coding	chr1	150549369	150560894	+	1	1	2	1	1	0	1	2	1	1	1	2	0	1	1	1	2	1	1	1	1	1	OO-6	1	2	1	1	1	0	4	1	1	1	1	1	1	1	1	1	1	4	1	0	2	1	1	1	1	0	1	2
ENSG00000143387.12	CTSK	protein_coding	chr1	150796208	150808323	-	5	6	7	4	6	5	3	3	3	5	3	14	4	3	4	5	9	5	4	3	3	4	9	5	5	4	3	5	1	2	5	5	5	5	8	6	4	5	4	3	OO-16	5	3	5	2	4	3	5	4	4	4
ENSG00000143507.17	DUSP10	protein_coding	chr1	221701424	221742176	-	3	4	2	2	3	3	2	2	4	3	2	3	2	2	2	2	3	7	3	3	1	2	2	5	OO-15	2	2	2	1	1	3	3	2	2	4	3	2	3	2	2	3	3	3	5	1	4	1	3	2	4	2
ENSG00000143545.8	RAB13	protein_coding	chr1	153981617	153986358	-	14	13	13	11	8	10	16	13	20	17	11	17	13	16	6	11	14	14	10	15	15	10	OO-37	14	24	14	15	14	11	22	14	13	9	11	12	15	19	15	8	11	17	14	15	13	13	14	13	12	12	14	24
ENSG00000143570.17	SLC39A1	protein_coding	chr1	153959099	153967533	-	13	17	14	15	14	14	18	15	18	18	13	19	16	26	8	12	19	16	13	14	12	14	OO-38	18	28	15	17	16	6	17	17	15	16	15	17	14	18	17	12	13	20	14	15	19	11	17	14	18	12	15	29
ENSG00000143867.6	OSR1	protein_coding	chr2	19351485	19358653	-	1	0	OO-7	0	1	1	0	0	1	1	0	OO-13	1	0	1	1	OO-10	1	0	0	0	1	2	1	1	0	0	0	0	1	1	1	1	1	3	2	1	0	0	0	OO-23	1	0	0	0	1	2	1	1	0	0
ENSG00000143878.9	RHOB	protein_coding	chr2	20447074	20449445	+	208	240	172	230	163	208	170	202	235	252	236	237	173	382	123	174	OO-880	191	184	211	142	247	537	248	191	224	311	176	74	185	277	209	187	251	190	204	176	153	173	162	284	236	210	283	141	362	212	187	114	152	259
ENSG00000144476.5	ACKR3	protein_coding	chr2	236567787	236582358	+	10	7	15	10	6	4	14	11	13	14	5	16	8	15	3	4	OO-81	7	8	10	11	8	26	12	9	12	10	9	3	16	16	12	4	10	9	13	13	9	6	6	OO-46	12	9	7	7	11	13	10	8	7	14
ENSG00000144824.20	PHLDB2	protein_coding	chr3	111859180	111976517	+	2	2	6	1	2	2	1	1	1	1	1	5	1	1	1	2	OO-9	2	1	1	1	1	OO-14	2	2	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	OO-9	2	1	3	1	2	2	1	1	1	1
ENSG00000144837.8	PLA1A	protein_coding	chr3	119597842	119629811	+	3	3	1	2	1	1	3	2	3	2	2	3	2	10	1	0	1	1	1	10	2	1	OO-26	1	5	2	2	0	2	4	1	3	1	3	1	1	3	1	1	1	2	4	1	2	0	4	3	1	1	1	3
ENSG00000145287.10	PLAC8	protein_coding	chr4	83090048	83137075	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145423.4	SFRP2	protein_coding	chr4	153780592	153789120	-	12	2	45	5	9	7	5	6	21	18	3	38	11	9	4	15	29	8	10	1	8	5	16	11	4	15	4	11	2	10	45	8	8	10	11	17	16	6	4	11	OO-124	10	4	7	4	6	5	10	2	4	14
ENSG00000145721.11	LIX1	protein_coding	chr5	97091867	97142872	-	14	9	8	8	9	5	5	13	15	10	5	12	8	11	5	7	8	8	8	8	13	5	22	8	9	15	8	8	9	OO-32	24	11	7	14	9	11	12	9	7	7	10	13	8	10	7	7	7	10	9	10	15
ENSG00000145863.10	GABRA6	protein_coding	chr5	161547063	161702592	+	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	OO-12	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1
ENSG00000146192.14	FGD2	protein_coding	chr6	37005647	37029070	+	2	2	3	2	2	1	1	2	1	2	2	3	1	3	2	1	2	3	2	1	1	1	OO-10	3	2	1	1	1	0	0	2	2	2	4	2	1	3	1	3	3	2	1	1	2	1	3	1	2	1	1	2
ENSG00000146592.16	CREB5	protein_coding	chr7	28299321	28825894	+	2	6	2	2	3	3	2	2	3	4	3	2	2	1	3	2	3	8	3	5	2	3	2	5	OO-18	2	1	1	1	1	3	4	4	4	4	4	3	3	3	2	4	4	4	11	1	4	2	4	2	7	3
ENSG00000147065.16	MSN	protein_coding	chrX	65588377	65741931	+	27	20	23	25	18	16	31	26	44	32	20	34	24	48	11	14	35	16	19	23	27	19	OO-98	24	45	35	27	20	19	37	34	25	14	26	25	29	33	24	17	21	34	26	23	25	16	23	25	22	19	21	40
ENSG00000148123.14	PLPPR1	protein_coding	chr9	101028709	101325135	+	8	8	4	6	5	6	5	4	6	8	4	5	6	6	5	6	6	OO-16	6	4	5	6	3	7	6	5	5	5	3	3	7	5	8	4	5	7	6	6	4	3	6	7	4	5	3	5	3	5	5	8	3
ENSG00000148346.11	LCN2	protein_coding	chr9	128149071	128153455	+	2	0	0	0	0	1	1	1	1	2	1	0	1	4	0	1	0	0	0	2	OO-7	1	1	0	2	0	1	0	0	1	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000148795.6	CYP17A1	protein_coding	chr10	102830531	102837533	-	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	OO-9	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
ENSG00000148826.8	NKX6-2	protein_coding	chr10	132783481	132786052	-	2	36	6	4	6	20	7	8	11	16	10	6	7	2	10	6	5	53	8	18	4	13	3	26	OO-74	8	4	3	2	5	6	9	18	9	16	12	12	8	12	6	11	19	17	31	11	17	8	14	4	34	9
ENSG00000148841.15	ITPRIP	protein_coding	chr10	104309698	104338404	-	2	1	1	2	1	2	2	1	3	2	1	2	1	5	1	1	4	1	1	2	1	1	OO-7	1	3	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	3	3	2	4	1	3	2	1	1	1	2
ENSG00000148908.14	RGS10	protein_coding	chr10	119499828	119542708	-	5	2	5	4	4	3	3	4	5	2	4	7	3	3	6	4	5	3	5	3	4	4	OO-22	5	3	3	3	3	2	2	4	4	4	12	7	3	6	2	3	6	4	2	2	3	3	4	1	4	4	3	4
ENSG00000148926.9	ADM	protein_coding	chr11	10304680	10307397	+	3	4	2	5	2	18	2	2	OO-27	18	6	3	2	7	1	1	3	3	2	2	2	6	3	3	8	3	3	2	6	3	6	3	5	2	3	5	2	3	2	2	5	14	5	OO-24	3	9	4	2	2	4	3
ENSG00000149131.15	SERPING1	protein_coding	chr11	57597387	57614853	+	20	21	38	27	21	23	26	30	28	25	22	60	21	33	16	27	56	26	19	23	23	18	OO-78	29	21	25	33	29	11	25	32	25	19	26	32	29	32	25	20	22	59	22	16	21	16	32	31	26	18	17	46
ENSG00000149257.13	SERPINH1	protein_coding	chr11	75562056	75572783	+	5	5	6	4	2	19	9	3	OO-91	7	3	8	6	16	2	3	6	4	3	4	3	3	17	3	OO-33	5	13	3	8	5	4	3	3	3	4	6	6	4	2	4	7	4	4	22	2	OO-47	4	3	2	3	8
ENSG00000149452.15	SLC22A8	protein_coding	chr11	62992824	63015839	-	0	0	OO-11	0	0	0	0	0	0	0	0	OO-35	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-10	1	0	0	0	0	OO-34	0	0	0	0	0	1	0	0	0	0
ENSG00000149573.8	MPZL2	protein_coding	chr11	118253403	118264536	-	0	1	2	1	0	0	0	0	1	1	0	3	1	5	0	1	3	0	0	2	0	0	OO-15	1	2	1	1	0	1	1	1	0	0	3	1	1	1	0	0	0	4	2	0	1	0	1	1	0	0	0	2
ENSG00000149599.15	DUSP15	protein_coding	chr20	31847637	31870701	-	2	3	2	2	2	3	2	2	3	3	2	3	2	1	2	3	3	5	2	3	2	3	2	4	3	4	3	3	1	OO-9	3	2	3	2	3	3	3	3	2	3	3	3	3	3	2	3	3	3	2	2	2
ENSG00000149781.12	FERMT3	protein_coding	chr11	64206678	64223798	+	2	3	2	1	2	3	1	2	3	3	2	3	2	6	2	1	3	2	2	1	2	2	OO-9	3	OO-9	2	2	2	1	1	2	2	2	3	3	2	2	2	2	2	3	2	1	OO-10	1	4	2	2	2	2	4
ENSG00000150656.14	CNDP1	protein_coding	chr18	74534440	74587212	+	3	30	9	6	17	17	10	6	15	11	13	15	13	3	12	8	10	51	15	13	5	21	2	36	OO-86	8	3	4	4	4	8	13	32	14	35	18	20	14	15	11	21	25	33	43	6	14	9	16	5	33	10
ENSG00000150687.11	PRSS23	protein_coding	chr11	86791059	86952910	+	6	3	3	3	3	3	2	2	2	2	3	5	4	5	2	4	9	2	3	1	2	3	OO-27	3	4	4	2	3	1	5	5	4	2	6	3	3	5	2	4	4	4	5	2	3	1	5	4	2	1	2	4
ENSG00000150782.11	IL18	protein_coding	chr11	112143251	112164117	-	1	1	5	2	1	1	0	1	1	1	1	6	1	1	2	1	3	1	1	2	1	1	OO-15	2	1	0	0	1	1	0	2	1	0	4	3	1	2	1	2	2	7	1	0	1	1	3	1	1	1	1	1
ENSG00000151491.12	EPS8	protein_coding	chr12	15620158	15882329	-	12	7	8	7	7	5	10	9	11	11	6	9	8	9	4	5	16	5	6	7	10	7	OO-24	8	10	11	9	7	7	10	11	8	5	8	7	12	11	9	5	7	9	9	6	5	6	9	9	7	6	7	7
ENSG00000151617.15	EDNRA	protein_coding	chr4	147480917	147544954	+	3	2	2	1	2	1	1	1	1	2	1	2	2	2	1	1	5	1	1	1	2	1	OO-13	1	4	1	1	2	1	1	2	1	1	1	2	3	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2
ENSG00000151655.18	ITIH2	protein_coding	chr10	7703269	7749520	+	1	1	4	1	0	0	0	0	0	0	0	OO-5	1	1	0	1	OO-5	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	1	1	3	4	3	1	1	1	OO-9	2	0	0	0	1	2	1	0	0	0
ENSG00000151702.16	FLI1	protein_coding	chr11	128693770	128813267	+	4	3	4	3	4	2	3	2	2	5	1	4	4	3	3	3	4	3	2	3	3	3	OO-13	2	4	3	2	2	1	3	4	3	3	3	3	5	5	4	2	4	4	2	1	2	1	3	4	3	2	4	4
ENSG00000151929.9	BAG3	protein_coding	chr10	119651370	119677819	+	26	24	17	17	15	29	34	39	OO-161	29	24	25	22	82	10	10	20	20	17	17	24	14	72	20	OO-150	41	35	21	22	48	31	27	11	25	21	25	24	24	11	11	24	20	27	79	16	60	19	20	22	20	OO-110
ENSG00000152804.10	HHEX	protein_coding	chr10	92689951	92695646	+	2	1	2	1	2	0	2	1	1	2	1	3	2	2	2	2	3	2	1	1	1	1	OO-7	2	3	1	1	1	0	2	2	1	1	2	2	4	2	2	1	2	2	1	1	1	1	1	1	2	1	1	1
ENSG00000152818.18	UTRN	protein_coding	chr6	144285701	144853034	+	9	7	7	6	5	5	5	5	6	7	5	7	5	7	5	5	12	4	5	4	5	6	OO-22	6	5	5	6	4	3	5	7	6	5	6	7	9	8	6	6	7	8	6	4	4	4	7	6	5	4	6	5
ENSG00000153002.11	CPB1	protein_coding	chr3	148791102	148860187	+	0	0	1	0	0	2	0	2	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	OO-6	0	OO-10	1	0	0	0	0	1	4	0	OO-162	0	0	1	0	1	0	0	0	0	0	0	0	1
ENSG00000153162.8	BMP6	protein_coding	chr6	7726797	7881422	+	5	1	6	4	1	2	3	2	3	2	1	OO-12	3	2	1	4	7	1	3	3	2	2	OO-12	3	3	4	2	3	1	3	3	2	2	5	5	3	4	2	3	3	OO-13	3	3	3	1	3	4	2	1	1	2
ENSG00000153234.13	NR4A2	protein_coding	chr2	156324432	156342348	-	2	8	3	3	3	24	3	1	OO-43	3	6	7	4	4	5	3	OO-76	4	5	1	1	8	3	8	6	1	5	2	3	1	3	2	23	4	6	15	2	9	4	3	OO-43	13	2	31	2	12	5	11	3	7	2
ENSG00000154175.16	ABI3BP	protein_coding	chr3	100749156	100993515	-	1	1	1	0	0	0	0	1	1	1	0	2	0	1	1	1	4	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	OO-5	1	0	0	0	1	2	0	1	0	1
ENSG00000154188.9	ANGPT1	protein_coding	chr8	107249482	107498055	-	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	OO-7	1	1	0	1	0	2	1	0	1	0	1	0	0	2	1	0	0	1	2	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1
ENSG00000154553.13	PDLIM3	protein_coding	chr4	185500660	185535612	-	11	6	7	6	5	5	13	8	13	10	6	11	9	7	5	4	16	6	7	4	11	5	OO-28	8	9	9	8	9	6	9	11	12	5	8	8	10	11	10	5	6	10	8	7	8	6	5	8	9	8	7	7
ENSG00000154556.17	SORBS2	protein_coding	chr4	185585444	185956652	-	11	14	11	12	15	13	10	12	4	6	9	13	9	18	13	18	OO-40	9	12	3	4	14	29	13	6	8	7	16	4	5	19	12	13	16	12	14	11	13	14	11	12	12	5	13	6	14	10	15	8	9	10
ENSG00000154589.6	LY96	protein_coding	chr8	73991352	74029087	+	2	2	1	1	2	2	2	2	2	1	1	2	2	3	1	1	1	1	2	3	1	2	OO-14	1	4	1	2	1	1	1	2	1	1	3	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	3	3
ENSG00000154640.14	BTG3	protein_coding	chr21	17593653	17612947	-	6	6	6	6	6	8	4	5	7	5	8	8	5	8	4	10	11	6	6	4	4	5	14	6	OO-23	4	5	5	5	4	7	6	5	9	6	7	6	5	5	4	8	6	3	18	2	8	4	6	4	5	7
ENSG00000154645.13	CHODL	protein_coding	chr21	17901263	18267373	+	0	0	0	0	0	0	0	0	0	0	0	OO-10	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000155254.12	MARVELD1	protein_coding	chr10	97713173	97718152	+	5	7	7	5	8	4	4	4	5	6	3	10	5	3	5	6	OO-22	5	5	3	5	6	9	9	3	4	5	6	3	3	7	6	6	5	6	9	9	8	5	5	12	8	5	4	6	5	7	7	4	5	4
ENSG00000155380.11	SLC16A1	protein_coding	chr1	112911847	112956353	-	27	8	11	6	14	8	11	9	7	8	12	13	8	5	6	7	7	10	8	24	14	7	20	13	11	11	11	5	3	OO-52	16	17	7	16	9	11	8	6	15	7	7	10	6	8	7	15	4	6	4	6	7
ENSG00000155659.14	VSIG4	protein_coding	chrX	66021738	66040125	-	2	2	5	2	2	1	1	4	1	1	5	4	1	9	1	1	1	1	1	1	1	1	OO-19	2	2	2	2	1	0	1	3	2	1	5	3	1	2	1	4	2	3	1	1	2	1	6	1	1	0	1	8
ENSG00000155850.7	SLC26A2	protein_coding	chr5	149960737	149987405	+	1	2	OO-24	1	1	1	1	1	1	1	1	OO-20	1	6	1	1	OO-7	1	1	2	1	1	OO-10	1	OO-8	1	1	1	1	1	2	1	1	1	4	6	1	1	1	1	OO-32	1	1	3	0	2	1	1	1	1	3
ENSG00000155926.13	SLA	protein_coding	chr8	133036724	133103054	-	1	2	1	1	2	2	0	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	OO-9	1	2	1	1	1	0	0	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	2
ENSG00000156150.6	ALX3	protein_coding	chr1	110064587	110070700	-	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	OO-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0
ENSG00000156218.12	ADAMTSL3	protein_coding	chr15	83654086	84039842	+	0	1	1	0	0	1	0	0	0	0	0	3	0	0	1	0	3	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	OO-6	0	0	1	0	1	1	1	0	1	0
ENSG00000156273.15	BACH1	protein_coding	chr21	29218861	29630751	+	3	2	2	2	2	1	2	2	2	2	2	3	2	3	1	2	4	2	2	2	2	2	OO-8	2	4	2	2	2	1	2	3	2	2	2	2	3	3	2	1	2	2	2	1	2	1	2	2	2	1	2	2
ENSG00000156804.7	FBXO32	protein_coding	chr8	123497889	123541206	-	9	13	12	11	13	10	10	11	6	5	11	11	8	14	9	12	OO-34	9	12	4	4	12	19	14	7	7	8	13	3	4	14	13	12	13	10	10	9	9	11	8	11	10	7	16	6	15	8	13	5	9	10
ENSG00000157150.4	TIMP4	protein_coding	chr3	12153051	12159351	-	6	3	4	4	4	4	4	6	6	4	4	4	3	5	2	4	5	4	3	5	5	4	10	4	4	OO-11	6	4	2	7	5	4	4	5	3	5	5	4	4	3	5	4	3	2	3	4	4	5	4	3	5
ENSG00000157240.3	FZD1	protein_coding	chr7	91264364	91271326	+	3	2	5	3	3	2	3	2	3	3	1	6	2	2	1	2	OO-8	2	3	1	2	3	5	3	1	2	3	3	1	2	5	2	2	2	3	3	3	3	2	2	5	3	2	2	1	3	2	3	3	2	2
ENSG00000157510.13	AFAP1L1	protein_coding	chr5	149271871	149341802	+	2	1	6	2	2	2	3	2	2	3	2	7	2	2	2	2	6	2	2	2	1	2	3	3	2	2	1	3	0	1	3	1	3	2	3	4	2	2	2	3	OO-11	1	1	2	1	2	2	2	1	2	2
ENSG00000157554.18	ERG	protein_coding	chr21	38380027	38661780	-	3	2	2	2	2	1	2	2	2	3	2	2	3	3	1	2	3	2	2	4	2	2	OO-8	2	5	3	2	1	1	3	2	2	2	2	2	3	3	2	2	2	2	2	2	5	1	3	2	1	1	1	3
ENSG00000157600.11	TMEM164	protein_coding	chrX	110002631	110182734	+	7	9	7	8	7	5	12	7	7	7	6	8	6	10	6	7	8	5	7	4	7	7	8	8	5	7	7	9	3	7	10	9	6	8	8	7	7	8	5	7	8	6	7	6	5	8	6	8	6	6	OO-18
ENSG00000158246.7	FAM46B	protein_coding	chr1	27005020	27012836	-	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	3	1	1	0	0	1	OO-12	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1
ENSG00000158516.11	CPA2	protein_coding	chr7	130266827	130289798	+	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	2	1	4	0	OO-7	1	0	0	0	0	1	2	0	OO-87	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000158715.5	SLC45A3	protein_coding	chr1	205657851	205680459	-	1	13	2	2	3	5	2	2	4	6	2	3	2	1	3	2	1	15	2	3	1	4	1	8	OO-19	2	1	1	0	1	3	3	9	4	4	2	4	2	3	2	5	8	7	7	2	4	2	5	2	11	3
ENSG00000158769.17	F11R	protein_coding	chr1	160995211	161021348	-	5	5	5	5	5	5	4	3	6	5	3	6	4	OO-18	3	3	6	4	3	6	3	4	13	4	OO-15	5	5	2	4	5	5	6	4	5	5	6	4	3	4	4	5	6	4	8	2	7	4	4	2	4	8
ENSG00000158859.9	ADAMTS4	protein_coding	chr1	161184308	161199056	-	1	6	1	3	2	3	1	1	3	2	2	1	1	12	2	1	1	8	2	5	0	2	OO-36	4	OO-24	1	1	1	2	0	2	2	4	4	2	1	1	1	2	1	3	3	3	7	1	2	1	3	1	4	OO-14
ENSG00000158869.10	FCER1G	protein_coding	chr1	161215234	161220699	+	3	4	5	2	4	2	4	6	5	4	4	11	4	18	3	1	5	2	5	4	8	2	OO-40	4	14	3	2	3	4	0	3	2	3	9	10	2	7	1	4	5	8	2	1	7	3	10	2	3	3	2	16
ENSG00000159167.11	STC1	protein_coding	chr8	23841915	23854807	-	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	OO-11	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5
ENSG00000159403.15	C1R	protein_coding	chr12	7080209	7092607	-	11	15	19	7	8	9	7	13	14	13	10	27	9	22	6	9	20	11	9	13	7	6	OO-48	11	16	8	14	7	4	10	9	10	10	10	20	11	14	10	7	5	20	9	7	10	5	18	11	12	10	7	33
ENSG00000159423.16	ALDH4A1	protein_coding	chr1	18871430	18902781	-	65	52	90	70	40	31	78	90	74	74	58	53	54	72	20	31	56	69	53	78	86	44	62	86	50	88	88	61	40	OO-199	94	70	38	76	44	95	58	68	37	47	67	50	60	45	61	51	56	73	50	56	120
ENSG00000160013.8	PTGIR	protein_coding	chr19	46620468	46625118	-	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	OO-5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1
ENSG00000160111.12	CPAMD8	protein_coding	chr19	16892947	17026815	-	1	1	OO-6	1	1	2	1	1	1	1	1	OO-10	1	1	1	1	OO-6	1	1	1	1	1	4	1	1	2	2	1	0	1	2	1	1	2	2	2	2	1	1	1	OO-16	2	1	1	1	2	2	1	1	1	1
ENSG00000160181.8	TFF2	protein_coding	chr21	42346357	42351128	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160182.2	TFF1	protein_coding	chr21	42362282	42366594	-	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	OO-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
